ActualElapsedTime,AirTime,ArrDelay,ArrTime,CRSArrTime,CRSDepTime,CRSElapsedTime,CancellationCode,Cancelled,CarrierDelay,DayOfWeek,DayofMonth,DepDelay,DepTime,Dest,Distance,Diverted,FlightNum,LateAircraftDelay,Month,NASDelay,Origin,SecurityDelay,TailNum,TaxiIn,TaxiOut,UniqueCarrier,WeatherDelay,Year
81.0,64.0,-10.0,1839.0,1849,1725,84,,0,0.0,3,28,-7.0,1718.0,LGB,402.0,0,201,0.0,11,0.0,RNO,0.0,N11194,5.0,12.0,XE,0.0,2007
204.0,,-3.0,1547.0,1550,1015,215,,0,,1,8,8.0,1023.0,STL,1584.0,0,26,,2,,BUR,,,,,TW,,1988
69.0,,-1.0,1614.0,1615,1505,70,,0,,2,26,0.0,1505.0,ONT,361.0,0,674,,1,,OAK,,,,,WN,,1993
35.0,,3.0,1130.0,1127,1045,42,,0,,1,24,10.0,1055.0,CLT,155.0,0,1475,,7,,ROA,,,,,PI,,1989
347.0,321.0,-2.0,528.0,530,2045,345,,0,,2,29,-4.0,2041.0,ORD,2846.0,0,456,,8,,ANC,,N513UA,10.0,16.0,UA,,2000
110.0,100.0,-10.0,1930.0,1940,1740,120,,0,0.0,1,23,0.0,1740.0,BNA,756.0,0,324,0.0,6,0.0,AUS,0.0,N371,5.0,5.0,WN,0.0,2003
231.0,211.0,-20.0,1050.0,1110,855,255,,0,0.0,3,25,4.0,859.0,PDX,1739.0,0,549,0.0,7,0.0,ORD,0.0,N412UA,2.0,18.0,UA,0.0,2007
151.0,115.0,10.0,1331.0,1321,1002,139,,0,,3,6,-2.0,1000.0,LGA,887.0,0,3140,,2,,STL,,N4èBãæ,4.0,32.0,AA,,2002
85.0,56.0,19.0,2055.0,2036,1910,86,,0,,5,16,20.0,1930.0,LAX,337.0,0,2049,,2,,SFO,,N399UA,8.0,21.0,UA,,1996
75.0,45.0,22.0,1140.0,1118,1006,72,,0,22.0,5,20,19.0,1025.0,PSP,261.0,0,2741,0.0,10,0.0,PHX,0.0,N918FJ,5.0,25.0,YV,0.0,2006
344.0,308.0,-31.0,2252.0,2323,2010,373,,0,,7,23,-2.0,2008.0,LAX,2454.0,0,1802,,9,,EWR,,N33714,17.0,19.0,CO,,2001
127.0,91.0,21.0,1938.0,1917,1725,112,,0,,1,16,6.0,1731.0,DTW,487.0,0,489,,9,,EWR,,N17614,8.0,28.0,CO,,1996
59.0,46.0,-2.0,1013.0,1015,915,60,,0,0.0,6,3,-1.0,914.0,ISP,220.0,0,1569,0.0,11,0.0,BWI,0.0,N784SW,3.0,10.0,WN,0.0,2007
37.0,23.0,-3.0,1219.0,1222,1145,37,,0,,2,16,-3.0,1142.0,OGG,100.0,0,528,,9,,HNL,,N475HA,4.0,10.0,HA,,2008
,,,,805,655,70,,1,,3,14,,,PIT,259.0,0,527,,6,,RIC,,UNKNOW,0.0,0.0,US,,2000
75.0,,28.0,1718.0,1650,1527,83,,0,,5,5,36.0,1603.0,SRQ,445.0,0,335,,2,,ATL,,,,,DL,,1993
172.0,,-2.0,1104.0,1106,914,172,,0,,7,31,-2.0,912.0,ABQ,1118.0,0,489,,10,,ORD,,,,,AA,,1993
290.0,254.0,-4.0,1755.0,1759,1610,289,,0,,5,7,-5.0,1605.0,LAX,1946.0,0,125,,11,,ATL,,N829MH,9.0,27.0,DL,,2008
90.0,,-13.0,2032.0,2045,1903,102,,0,,2,14,-1.0,1902.0,ORD,409.0,0,739,,6,,BNA,,,,,AA,,1994
45.0,,0.0,1700.0,1700,1620,40,,0,,6,24,-5.0,1615.0,DTW,98.0,0,275,,6,,MBS,,,,,NW,,1989
161.0,143.0,12.0,1407.0,1355,1100,175,,0,,4,29,26.0,1126.0,BDL,1133.0,0,2436,,3,,PBI,,-N382D,3.0,15.0,DL,,2001
313.0,298.0,25.0,1742.0,1717,1450,327,,0,,5,23,39.0,1529.0,SFO,2254.0,0,75,,5,,PIT,,N625AU,8.0,7.0,US,,1997
111.0,,4.0,2101.0,2057,1900,117,,0,,4,1,10.0,1910.0,ICT,588.0,0,553,,12,,ORD,,,,,UA,,1994
68.0,56.0,-7.0,823.0,830,715,75,,0,0.0,7,28,0.0,715.0,BWI,328.0,0,610,0.0,8,0.0,PVD,0.0,N660SW,2.0,10.0,WN,0.0,2005
70.0,,25.0,1345.0,1320,1235,45,,0,,1,11,0.0,1235.0,RDU,130.0,0,322,,10,,CLT,,,,,US,,1993
97.0,66.0,-8.0,2120.0,2128,2048,100,,0,0.0,3,22,-5.0,2043.0,AEX,500.0,0,4577,0.0,11,0.0,ATL,0.0,N935EV,4.0,27.0,EV,0.0,2006
77.0,59.0,-4.0,901.0,905,744,81,,0,,6,4,0.0,744.0,BNA,409.0,0,1448,,1,,ORD,,N9072U,5.0,13.0,UA,,1997
300.0,454.0,4.0,649.0,645,2255,290,,0,0.0,5,13,-6.0,2249.0,EWR,2401.0,0,14,0.0,6,0.0,SEA,0.0,N611AS,15.0,11.0,AS,0.0,2003
189.0,171.0,-3.0,504.0,507,55,192,,0,,2,4,0.0,55.0,SEA,1449.0,0,404,,6,,ANC,,N527UA,5.0,13.0,UA,,1996
51.0,,13.0,806.0,753,705,48,,0,,2,28,10.0,715.0,PDX,129.0,0,702,,12,,SEA,,,,,AS,,1993
109.0,,2.0,1947.0,1945,1652,113,,0,,3,28,6.0,1658.0,SDF,733.0,0,386,,7,,DFW,,,,,DL,,1993
92.0,78.0,94.0,1449.0,1315,1030,105,,0,,7,11,107.0,1217.0,SLC,630.0,0,280,,6,,PDX,,N2819W,3.0,11.0,DL,,1995
85.0,,56.0,2156.0,2100,2000,60,,0,,2,24,31.0,2031.0,TUL,237.0,0,1850,,8,,DFW,,,,,AA,,1993
144.0,123.0,-1.0,2144.0,2145,1925,140,,0,0.0,1,8,-5.0,1920.0,TPA,894.0,0,927,0.0,3,0.0,CAK,0.0,N958AT,5.0,16.0,FL,0.0,2004
178.0,150.0,38.0,2240.0,2202,1805,177,,0,37.0,2,16,37.0,1842.0,FLL,1166.0,0,640,0.0,9,1.0,MDW,0.0,N303TZ,7.0,21.0,TZ,0.0,2003
151.0,,89.0,1841.0,1712,1535,157,,0,,4,10,95.0,1710.0,SLC,988.0,0,629,,3,,DFW,,,,,DL,,1994
145.0,91.0,46.0,2211.0,2125,1930,115,,0,,3,2,16.0,1946.0,DTW,529.0,0,1453,,7,,ORF,,N778NC,46.0,8.0,NW,,1997
203.0,,-27.0,1554.0,1621,1333,228,,0,,5,3,-2.0,1331.0,DFW,1372.0,0,1783,,6,,EWR,,,,,AA,,1994
86.0,67.0,2.0,1423.0,1421,1243,98,,0,,2,25,14.0,1257.0,MAF,309.0,0,3677,,6,,DFW,,N904MQ,4.0,15.0,MQ,,2002
111.0,,-7.0,1612.0,1619,1321,118,,0,,7,15,0.0,1321.0,ORF,784.0,0,338,,1,,STL,,,,,TW,,1989
72.0,,0.0,1140.0,1140,1027,73,,0,,1,21,1.0,1028.0,DCA,411.0,0,976,,3,,CVG,,,,,DL,,1994
72.0,58.0,104.0,1239.0,1055,940,75,,0,104.0,6,21,107.0,1127.0,MHT,377.0,0,891,0.0,2,0.0,BWI,0.0,N343,3.0,11.0,WN,0.0,2004
231.0,,-14.0,2045.0,2059,1844,255,,0,,2,6,10.0,1854.0,SAN,1723.0,0,37,,9,,ORD,,,,,AA,,1988
187.0,,-17.0,1104.0,1121,657,204,,0,,5,27,0.0,657.0,EWR,1372.0,0,120,,9,,DFW,,,,,AA,,1991
49.0,38.0,-6.0,1244.0,1250,1155,55,,0,,6,17,0.0,1155.0,FLL,197.0,0,319,,3,,TPA,,N645@@,3.0,8.0,WN,,2001
63.0,,-7.0,1823.0,1830,1820,70,,0,,3,8,0.0,1820.0,PHX,328.0,0,563,,4,,ABQ,,,,,WN,,1992
177.0,,30.0,1142.0,1112,925,167,,0,,5,17,20.0,945.0,STL,892.0,0,529,,7,,JFK,,,,,TW,,1992
186.0,167.0,23.0,1720.0,1657,1520,157,,0,0.0,2,4,-6.0,1514.0,IAH,845.0,0,2072,0.0,9,23.0,IND,0.0,N13978,6.0,13.0,XE,0.0,2007
109.0,89.0,6.0,1154.0,1148,905,103,,0,,4,16,0.0,905.0,DFW,641.0,0,618,,4,,DEN,,N469DA,8.0,12.0,DL,,1998
82.0,45.0,376.0,1932.0,1316,1308,68,,0,0.0,2,26,362.0,1910.0,ORD,179.0,0,7327,376.0,2,0.0,LAN,0.0,N75996,12.0,25.0,YV,0.0,2008
169.0,,-2.0,2015.0,2017,1630,167,,0,,7,27,-4.0,1626.0,PIT,1277.0,0,270,,12,,SAT,,,,,US,,1987
46.0,,-2.0,1257.0,1259,1210,49,,0,,5,28,1.0,1211.0,MCO,227.0,0,1823,,6,,TLH,,,,,US,,1991
103.0,,6.0,1622.0,1616,1437,99,,0,,3,28,2.0,1439.0,HSV,603.0,0,912,,6,,DFW,,,,,AA,,1989
265.0,234.0,-10.0,1647.0,1657,1025,272,,0,0.0,2,15,-3.0,1022.0,EWR,2133.0,0,1534,0.0,2,0.0,PHX,0.0,N15712,7.0,24.0,CO,0.0,2005
169.0,,-6.0,2142.0,2148,1855,173,,0,,6,29,-2.0,1853.0,JFK,1069.0,0,194,,6,,FLL,,,,,TW,,1991
116.0,97.0,-5.0,1810.0,1815,1715,120,,0,0.0,7,4,-1.0,1714.0,BNA,616.0,0,3238,0.0,11,0.0,MCO,0.0,N372SW,5.0,14.0,WN,0.0,2007
43.0,,1.0,711.0,710,630,40,,0,,1,23,-2.0,628.0,SPN,129.0,0,931,,9,,GUM,,,,,CO,,1991
72.0,46.0,11.0,1310.0,1259,1200,59,,0,0.0,3,29,-2.0,1158.0,DTW,120.0,0,1690,0.0,11,0.0,GRR,0.0,N326NB,11.0,15.0,NW,0.0,2006
128.0,92.0,6.0,2138.0,2132,1930,122,,0,,1,26,0.0,1930.0,DTW,594.0,0,501,,2,,ATL,,N729RW,5.0,31.0,NW,,1996
98.0,69.0,108.0,2034.0,1846,1700,106,,0,,6,18,116.0,1856.0,EWR,487.0,0,348,,3,,DTW,,N337NW,9.0,20.0,NW,,2000
93.0,65.0,-14.0,1854.0,1908,1725,103,,0,0.0,3,29,-4.0,1721.0,RDU,416.0,0,445,0.0,3,0.0,EWR,0.0,N19621,3.0,25.0,CO,0.0,2006
104.0,82.0,0.0,2234.0,2234,2054,100,,0,0.0,5,9,-4.0,2050.0,HSV,603.0,0,826,0.0,9,0.0,DFW,0.0,N518AA,4.0,18.0,AA,0.0,2005
146.0,127.0,-6.0,1155.0,1201,835,146,,0,,6,23,-6.0,829.0,PHX,1009.0,0,576,,11,,PDX,,N830AW,9.0,10.0,HP,,2002
113.0,,11.0,1311.0,1300,1100,120,,0,,6,7,18.0,1118.0,PHX,651.0,0,1214,,4,,SFO,,,,,UA,,1990
109.0,97.0,41.0,2231.0,2150,2000,110,,0,5.0,2,20,42.0,2042.0,SMF,647.0,0,2218,36.0,6,0.0,PHX,0.0,N642WN,4.0,8.0,WN,0.0,2006
116.0,93.0,-9.0,714.0,723,520,123,,0,,3,4,-2.0,518.0,ATL,594.0,0,1162,,2,,DTW,,N918DL,9.0,14.0,DL,,1998
235.0,211.0,-4.0,1842.0,1846,1255,231,,0,0.0,7,25,-8.0,1247.0,DTW,1671.0,0,230,0.0,11,0.0,PHX,0.0,N810AW,10.0,14.0,US,0.0,2007
290.0,,2.0,612.0,610,2205,305,,0,,3,31,17.0,2222.0,JFK,2586.0,0,44,,7,,SFO,,,,,TW,,1991
98.0,82.0,-18.0,1909.0,1927,1635,112,,0,,6,17,-4.0,1631.0,DTW,629.0,0,640,,8,,MCI,,N913RW,3.0,13.0,NW,,1996
55.0,39.0,3.0,1424.0,1421,1330,51,,0,,3,20,-1.0,1329.0,CLT,168.0,0,1160,,8,,CHS,,N342US,3.0,13.0,US,,1997
189.0,,-11.0,1609.0,1620,1400,200,,0,,1,28,0.0,1400.0,DFW,1121.0,0,573,,3,,MIA,,,,,PA (1),,1988
117.0,97.0,3.0,1049.0,1046,755,111,,0,,4,6,-3.0,752.0,ATL,669.0,0,1571,,7,,MKE,,N997DL,7.0,13.0,DL,,2000
145.0,,-8.0,954.0,1002,730,152,,0,,6,14,-1.0,729.0,DCA,920.0,0,1239,,8,,MIA,,,,,UA,,1993
295.0,268.0,-5.0,1045.0,1050,855,295,,0,,3,13,-5.0,850.0,SEA,1964.0,0,1575,,8,,CVG,,N3735D,13.0,14.0,DL,,2008
46.0,33.0,25.0,1823.0,1758,1700,58,,0,,4,11,37.0,1737.0,IAH,224.0,0,1794,,5,,DFW,,N33506,5.0,8.0,CO,,1995
47.0,35.0,-3.0,1021.0,1024,935,49,,0,,4,18,-1.0,934.0,AUS,189.0,0,2517,,2,,DAL,,N464AA,3.0,9.0,AA,,1999
149.0,112.0,-15.0,1624.0,1639,1500,159,,0,0.0,7,13,-5.0,1455.0,ORD,733.0,0,685,0.0,6,0.0,LGA,0.0,N203UA,23.0,14.0,UA,0.0,2004
57.0,,12.0,2137.0,2125,2030,55,,0,,6,5,10.0,2040.0,BUR,223.0,0,615,,3,,LAS,,,,,WN,,1994
103.0,90.0,11.0,1453.0,1442,1252,110,,0,,5,22,18.0,1310.0,ALB,646.0,0,278,,12,,CLT,,N228US,4.0,9.0,US,,1995
77.0,63.0,-12.0,1121.0,1133,1105,88,,0,,6,3,-1.0,1104.0,IND,432.0,0,1190,,8,,ATL,,N959DL,7.0,7.0,DL,,2002
58.0,51.0,-10.0,1630.0,1640,1535,65,,0,0.0,6,28,-3.0,1532.0,BDL,283.0,0,715,0.0,1,0.0,BWI,0.0,N367,2.0,5.0,WN,0.0,2006
124.0,118.0,-11.0,1309.0,1320,1005,135,,0,,7,4,0.0,1005.0,PVD,907.0,0,333,,5,,BNA,,N652,2.0,4.0,WN,,2003
54.0,42.0,-1.0,1814.0,1815,1720,55,,0,0.0,2,5,0.0,1720.0,HRL,276.0,0,39,0.0,7,0.0,HOU,0.0,N527,2.0,10.0,WN,0.0,2005
60.0,39.0,-6.0,1130.0,1136,1030,66,,0,,3,12,0.0,1030.0,LGA,214.0,0,1748,,4,,DCA,,N412DA,7.0,14.0,DL,,2000
84.0,,-16.0,1212.0,1228,1050,98,,0,,3,15,-2.0,1048.0,SFO,451.0,0,2782,,2,,EUG,,,,,US,,1989
159.0,,-9.0,1124.0,1133,945,168,,0,,2,1,0.0,945.0,MEM,946.0,0,791,,12,,EWR,,,,,NW,,1987
86.0,,-5.0,915.0,920,750,90,,0,,6,18,-1.0,749.0,CLT,500.0,0,1758,,8,,DTW,,,,,US,,1990
132.0,112.0,15.0,1835.0,1820,1735,105,,0,0.0,1,24,-12.0,1723.0,DEN,589.0,0,1163,0.0,5,15.0,DSM,0.0,N337UA,9.0,11.0,UA,0.0,2004
133.0,121.0,-2.0,1308.0,1310,1255,135,,0,,7,20,0.0,1255.0,PHX,872.0,0,639,,6,,AUS,,N352,4.0,8.0,WN,,1999
271.0,253.0,-22.0,1823.0,1845,1645,300,,0,0.0,7,2,7.0,1652.0,SFO,2036.0,0,660,0.0,5,0.0,CVG,0.0,N384DA,9.0,9.0,DL,0.0,2004
106.0,79.0,-14.0,1402.0,1416,1220,116,,0,0.0,1,27,-4.0,1216.0,TUL,585.0,0,517,0.0,10,0.0,ORD,0.0,N554AA,5.0,22.0,AA,0.0,2003
152.0,,-2.0,2058.0,2100,1830,150,,0,,3,5,-4.0,1826.0,MIA,920.0,0,1135,,8,,DCA,,,,,UA,,1992
67.0,56.0,-12.0,808.0,820,659,81,,0,,6,25,2.0,701.0,OAK,337.0,0,2526,,11,,LAX,,N933UA,4.0,7.0,UA,,2000
52.0,43.0,-8.0,927.0,935,935,60,,0,,1,27,0.0,935.0,MDW,271.0,0,276,,9,,SDF,,N95,4.0,5.0,WN,,1999
,,,,1918,1815,63,,1,,2,15,,,MSP,232.0,0,1229,,9,,DSM,,UNKNOW,0.0,0.0,NW,,1998
87.0,71.0,-17.0,1453.0,1510,1330,100,,0,0.0,7,11,-4.0,1326.0,RSW,515.0,0,855,0.0,11,0.0,ATL,0.0,N922DL,4.0,12.0,DL,0.0,2007
233.0,220.0,24.0,1311.0,1247,650,237,,0,,3,24,28.0,718.0,ORD,1781.0,0,1214,,9,,SMF,,N315UA,4.0,9.0,UA,,1997
128.0,,2.0,1902.0,1900,1655,125,,0,,3,25,-1.0,1654.0,BNA,822.0,0,663,,3,,SAT,,,,,AA,,1992
62.0,,-2.0,1840.0,1842,1740,62,,0,,6,29,-2.0,1738.0,MSP,252.0,0,1597,,6,,GRB,,,,,NW,,1991
43.0,,-2.0,1930.0,1932,1948,44,,0,,3,5,-1.0,1947.0,FWA,196.0,0,57,,10,,CAK,,,,,AA,,1988
154.0,142.0,-3.0,2116.0,2119,1845,154,,0,0.0,4,5,-3.0,1842.0,LAX,954.0,0,703,0.0,5,0.0,SEA,0.0,N593UA,4.0,8.0,UA,0.0,2005
55.0,,-3.0,1251.0,1254,1155,59,,0,,6,22,1.0,1156.0,SYR,194.0,0,1647,,2,,EWR,,,,,US,,1992
66.0,57.0,-1.0,1944.0,1945,1835,70,,0,,1,9,3.0,1838.0,SMF,358.0,0,607,,1,,BUR,,N356,2.0,7.0,WN,,1995
103.0,85.0,-18.0,733.0,751,650,121,,0,0.0,1,20,0.0,650.0,ORD,612.0,0,685,0.0,9,0.0,DCA,0.0,N436AA,6.0,12.0,AA,0.0,2004
73.0,,-7.0,1841.0,1848,1730,78,,0,,7,9,-2.0,1728.0,MEM,369.0,0,936,,8,,VPS,,,,,NW,,1992
49.0,31.0,-10.0,1158.0,1208,1117,51,,0,0.0,4,19,-8.0,1109.0,IYK,123.0,0,6084,0.0,4,0.0,LAX,0.0,N568SW,4.0,14.0,OO,0.0,2007
154.0,143.0,-6.0,730.0,736,600,156,,0,0.0,2,14,-4.0,556.0,PHX,868.0,0,541,0.0,2,0.0,DFW,0.0,N302AW,2.0,9.0,US,0.0,2006
121.0,109.0,45.0,1545.0,1500,1302,118,,0,,6,10,42.0,1344.0,SEA,697.0,0,749,,3,,SJC,,N933Aâ,5.0,7.0,AS,,2001
265.0,,-4.0,1506.0,1510,740,270,,0,,6,14,1.0,741.0,PIT,2136.0,0,82,,7,,LAX,,,,,US,,1990
82.0,66.0,-16.0,1622.0,1638,1510,88,,0,0.0,4,21,-10.0,1500.0,IAH,395.0,0,2837,0.0,10,0.0,OKC,0.0,N16999,7.0,9.0,XE,0.0,2004
112.0,83.0,73.0,2201.0,2048,1900,108,,0,0.0,5,1,69.0,2009.0,SYR,603.0,0,576,69.0,7,4.0,CLT,0.0,N777AU,4.0,25.0,US,0.0,2005
229.0,196.0,-5.0,1908.0,1913,1320,233,,0,,3,11,-1.0,1319.0,ORD,1726.0,0,1914,,10,,SNA,,N610AA,15.0,18.0,AA,,2000
209.0,197.0,2.0,1214.0,1212,1005,247,,0,,4,8,40.0,1045.0,DEN,1557.0,0,131,,7,,PHL,,N517AU,4.0,8.0,US,,1999
158.0,128.0,59.0,1706.0,1607,1248,139,,0,,4,26,40.0,1328.0,TPA,929.0,0,1382,,9,,DFW,,N822AA,3.0,27.0,AA,,1996
165.0,134.0,19.0,455.0,436,2359,157,,0,0.0,7,4,11.0,10.0,SAT,1069.0,0,2875,0.0,3,19.0,LAS,0.0,N77302,5.0,26.0,YV,0.0,2007
36.0,,-9.0,115.0,124,39,45,,0,,1,30,0.0,39.0,SAN,109.0,0,137,,1,,LAX,,,,,AA,,1989
207.0,187.0,2.0,1037.0,1035,810,205,,0,0.0,5,5,0.0,810.0,SLC,1261.0,0,4896,0.0,5,0.0,MEM,0.0,N702EV,10.0,10.0,EV,0.0,2006
69.0,47.0,20.0,755.0,735,630,65,,0,0.0,4,6,16.0,646.0,IAD,177.0,0,7952,0.0,11,4.0,ROA,0.0,N319UE,9.0,13.0,DH,16.0,2003
277.0,,2.0,2138.0,2136,1900,276,,0,,4,24,1.0,1901.0,SFO,1846.0,0,911,,11,,ORD,,,,,UA,,1994
31.0,17.0,-3.0,855.0,858,825,33,,0,,4,18,-1.0,824.0,COS,72.0,0,1575,,7,,DEN,,N933UA,4.0,10.0,UA,,1996
133.0,121.0,0.0,1620.0,1620,1255,145,,0,,3,24,12.0,1307.0,BWI,967.0,0,98,,2,,MCI,,N714,2.0,10.0,WN,,1999
105.0,,-9.0,846.0,855,700,115,,0,,2,5,1.0,701.0,IND,515.0,0,119,,2,,BWI,,,,,US,,1991
82.0,,7.0,822.0,815,700,75,,0,,6,24,0.0,700.0,PHX,370.0,0,603,,9,,LAX,,,,,WN,,1988
52.0,36.0,0.0,1454.0,1454,1355,59,,0,0.0,4,6,7.0,1402.0,IAD,157.0,0,7314,0.0,9,0.0,ORF,0.0,N506MJ,6.0,10.0,YV,0.0,2007
118.0,102.0,4.0,2337.0,2333,2130,123,,0,,5,18,9.0,2139.0,ROC,749.0,0,920,,8,,ATL,,N290WA,3.0,13.0,DL,,2000
69.0,,-7.0,2008.0,2015,1858,77,,0,,6,14,1.0,1859.0,RDU,356.0,0,1232,,8,,ATL,,,,,DL,,1993
67.0,53.0,-12.0,922.0,934,815,79,,0,,6,30,0.0,815.0,DFW,304.0,0,1097,,10,,LIT,,N233AA,7.0,7.0,AA,,1999
70.0,61.0,-2.0,2117.0,2119,2014,65,,0,0.0,3,3,-7.0,2007.0,ANC,399.0,0,46,0.0,5,0.0,BET,0.0,N746AS,4.0,5.0,AS,0.0,2006
369.0,,4.0,1907.0,1903,1600,363,,0,,2,21,-2.0,1558.0,SFO,2586.0,0,65,,9,,JFK,,,,,AA,,1993
158.0,135.0,11.0,849.0,838,710,148,,0,,1,30,1.0,711.0,IAH,853.0,0,191,,1,,MCO,,N15976,8.0,15.0,CO,,1995
58.0,,-2.0,1418.0,1420,1315,65,,0,,1,3,5.0,1320.0,HOU,303.0,0,644,,1,,MSY,,,,,WN,,1994
200.0,,25.0,945.0,920,825,175,,0,,4,18,0.0,825.0,LAS,1140.0,0,1451,,11,,MCI,,,,,WN,,1993
210.0,171.0,-18.0,1837.0,1855,1605,230,,0,,7,28,2.0,1607.0,DFW,1372.0,0,521,,6,,EWR,,N71314,8.0,31.0,CO,,1998
49.0,28.0,-9.0,855.0,904,711,53,,0,,6,14,-5.0,706.0,FWA,157.0,0,7082,,6,,ORD,,N651ML,3.0,18.0,YV,,2008
189.0,,-1.0,1148.0,1149,740,189,,0,,5,13,-1.0,739.0,PHL,1324.0,0,1883,,5,,IAH,,,,,US,,1994
102.0,,9.0,1935.0,1926,1753,93,,0,,2,26,0.0,1753.0,ORD,403.0,0,462,,6,,MCI,,,,,AA,,1990
70.0,56.0,-8.0,1950.0,1958,1841,77,,0,,7,23,-1.0,1840.0,SNA,338.0,0,663,,5,,PHX,,N308AW,6.0,8.0,HP,,1999
86.0,70.0,-23.0,1346.0,1409,1230,99,,0,0.0,2,2,-10.0,1220.0,DTW,383.0,0,7202,0.0,3,0.0,IAD,0.0,N680BR,4.0,11.0,DH,0.0,2004
,,,,949,701,108,,1,,2,29,,,MSP,680.0,0,986,,12,,DEN,,,,,UA,,1987
180.0,128.0,13.0,2151.0,2138,1845,173,,0,0.0,3,31,6.0,1851.0,ATL,946.0,0,1207,0.0,5,0.0,BOS,0.0,N945DL,7.0,45.0,DL,0.0,2006
144.0,110.0,9.0,2304.0,2255,2030,145,,0,,7,12,10.0,2040.0,ATL,745.0,0,525,,3,,EWR,,N925DL,6.0,28.0,DL,,2000
99.0,86.0,-6.0,724.0,730,550,100,,0,0.0,5,10,-5.0,545.0,ATL,526.0,0,1428,0.0,9,0.0,PIT,0.0,N979DL,5.0,8.0,DL,0.0,2004
90.0,77.0,-7.0,1658.0,1705,1428,97,,0,0.0,2,31,0.0,1428.0,SLC,507.0,0,4032,0.0,5,0.0,PHX,0.0,N446SW,3.0,10.0,OO,0.0,2005
69.0,53.0,-5.0,803.0,808,655,73,,0,,6,13,-1.0,654.0,CLE,314.0,0,257,,10,,BWI,,N37263,5.0,11.0,CO,,2001
97.0,59.0,207.0,2216.0,1849,1727,82,,0,,2,15,192.0,2039.0,TUL,429.0,0,215,,6,,IAH,,N12327,8.0,30.0,CO,,1999
97.0,73.0,-11.0,2151.0,2202,2020,102,,0,,2,31,-6.0,2014.0,DCA,547.0,0,1406,,12,,ATL,,N934DL,6.0,18.0,DL,,2002
200.0,185.0,-21.0,1640.0,1701,1325,216,,0,,7,11,-5.0,1320.0,FLL,1237.0,0,2829,,2,,BOS,,N284Aä,4.0,11.0,US,,2001
131.0,106.0,6.0,1111.0,1105,900,125,,0,0.0,4,13,0.0,900.0,IAH,657.0,0,2870,0.0,10,0.0,BNA,0.0,N48901,9.0,16.0,XE,0.0,2005
86.0,56.0,-11.0,821.0,832,700,92,,0,,5,31,-5.0,655.0,BOS,399.0,0,395,,7,,DCA,,N967VJ,10.0,20.0,US,,1998
89.0,70.0,-14.0,854.0,908,725,103,,0,0.0,2,10,0.0,725.0,BOS,468.0,0,5331,0.0,4,0.0,ORF,0.0,N785CA,10.0,9.0,OH,0.0,2007
140.0,127.0,-4.0,1855.0,1859,1735,144,,0,,6,27,0.0,1735.0,DEN,770.0,0,579,,4,,STL,,N906UA,5.0,8.0,UA,,1996
74.0,,-23.0,1207.0,1230,1055,95,,0,,7,22,-2.0,1053.0,CLE,418.0,0,563,,1,,LGA,,,,,US,,1989
204.0,181.0,-17.0,2326.0,2343,2110,213,,0,0.0,7,7,-8.0,2102.0,ANC,1449.0,0,667,0.0,10,0.0,SEA,0.0,N56859,7.0,16.0,CO,0.0,2007
66.0,40.0,31.0,1337.0,1306,1210,56,,0,,4,10,21.0,1231.0,TVC,207.0,0,1119,,10,,DTW,,N963N,1.0,25.0,NW,,1996
113.0,93.0,-20.0,1842.0,1902,1550,132,,0,,3,2,-1.0,1549.0,ATL,732.0,0,382,,4,,DFW,,N125DL,5.0,15.0,DL,,2003
83.0,64.0,18.0,2058.0,2040,1913,87,,0,8.0,4,27,22.0,1935.0,DLH,397.0,0,4465,10.0,5,0.0,ORD,0.0,N847MQ,2.0,17.0,MQ,0.0,2004
63.0,45.0,-17.0,2332.0,2349,2234,75,,0,,5,24,-5.0,2229.0,LBB,282.0,0,3853,,8,,DFW,,-N622M,2.0,16.0,MQ,,2001
121.0,87.0,14.0,1251.0,1237,1050,107,,0,,2,29,0.0,1050.0,EWR,569.0,0,1124,,6,,CVG,,N295WA,9.0,25.0,DL,,1999
111.0,91.0,3.0,1911.0,1908,1614,114,,0,,3,27,6.0,1620.0,ATL,606.0,0,1788,,10,,ORD,,N2CSAA,9.0,11.0,AA,,1999
165.0,140.0,31.0,1646.0,1615,1430,165,,0,3.0,4,14,31.0,1501.0,DFW,984.0,0,1373,28.0,8,0.0,MCO,0.0,N449AA,16.0,9.0,AA,0.0,2008
133.0,121.0,-18.0,1728.0,1746,1410,156,,0,,2,3,5.0,1415.0,CMH,927.0,0,1696,,8,,DFW,,N218AA,3.0,9.0,AA,,1999
46.0,33.0,-4.0,2144.0,2148,2100,48,,0,0.0,4,4,-2.0,2058.0,SEA,129.0,0,5791,0.0,5,0.0,PDX,0.0,N284YV,5.0,8.0,OO,0.0,2006
55.0,40.0,-7.0,2011.0,2018,1920,58,,0,0.0,3,13,-4.0,1916.0,DTW,155.0,0,892,0.0,8,0.0,CMH,0.0,N8960E,5.0,10.0,NW,0.0,2003
84.0,66.0,-1.0,921.0,922,800,82,,0,0.0,6,15,-3.0,757.0,CVG,373.0,0,1599,0.0,11,0.0,ATL,0.0,N378DL,6.0,12.0,DL,0.0,2003
110.0,,8.0,1358.0,1350,1208,102,,0,,4,22,0.0,1208.0,DFW,551.0,0,551,,9,,STL,,,,,TW,,1994
